[2026-01-08T07:30:05.582Z] 开始监控: E:\WelineFramework\DEV-workspace\
[2026-01-08T07:30:05.732Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Wordpress\README_CATEGORY_GENERATE.md
[2026-01-08T07:30:05.732Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Wordpress\register.php
[2026-01-08T07:30:05.732Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Wordpress\Service
[2026-01-08T07:30:05.733Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Wordpress\Weline-API-接口文档.md
[2026-01-08T07:30:05.733Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Wordpress\WooCommerce_B2B_B2C_SEO_README.md
[2026-01-08T07:30:05.734Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Aiweline\Wordpress\wordpress-functions-code.txt
[2026-01-08T07:30:05.734Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Shopify\ChlorStore\Console
[2026-01-08T07:30:05.735Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Shopify\ChlorStore\Cron
[2026-01-08T07:30:05.735Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Shopify\ChlorStore\etc
[2026-01-08T07:30:05.735Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Shopify\ChlorStore\i18n
[2026-01-08T07:30:05.735Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Shopify\ChlorStore\Lib
[2026-01-08T07:30:05.736Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Shopify\ChlorStore\register.php
[2026-01-08T07:30:05.736Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Shopify\ChlorStore\view
[2026-01-08T07:30:05.737Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\FlashForge\EmailSignature\Controller
[2026-01-08T07:30:05.737Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\FlashForge\EmailSignature\etc
[2026-01-08T07:30:05.737Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\FlashForge\EmailSignature\i18n
[2026-01-08T07:30:05.738Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\FlashForge\EmailSignature\register.php
[2026-01-08T07:30:05.738Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\FlashForge\EmailSignature\view
[2026-01-08T07:30:05.738Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\FlashForge\ShopifyOrderManager\Api
[2026-01-08T07:30:05.738Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\FlashForge\ShopifyOrderManager\Cache
[2026-01-08T07:30:05.739Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\FlashForge\ShopifyOrderManager\Console
[2026-01-08T07:30:05.739Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\FlashForge\ShopifyOrderManager\Controller
[2026-01-08T07:30:05.739Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\FlashForge\ShopifyOrderManager\Cron
[2026-01-08T07:30:05.739Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\FlashForge\ShopifyOrderManager\etc
[2026-01-08T07:30:05.739Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\FlashForge\ShopifyOrderManager\Helper
[2026-01-08T07:30:05.740Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\FlashForge\ShopifyOrderManager\i18n
[2026-01-08T07:30:05.740Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\FlashForge\ShopifyOrderManager\Model
[2026-01-08T07:30:05.740Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\FlashForge\ShopifyOrderManager\register.php
[2026-01-08T07:30:05.740Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\FlashForge\ShopifyOrderManager\Service
[2026-01-08T07:30:05.741Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\FlashForge\ShopifyOrderManager\Setup
[2026-01-08T07:30:05.741Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\FlashForge\ShopifyOrderManager\view
[2026-01-08T07:30:05.741Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\FlashForge\ShopifyOrderManager\需求.md
[2026-01-08T07:30:05.742Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Acl\.gitignore
[2026-01-08T07:30:05.742Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Acl\Cache
[2026-01-08T07:30:05.742Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Acl\composer.json
[2026-01-08T07:30:05.743Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Acl\composer.lock
[2026-01-08T07:30:05.743Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Acl\Controller
[2026-01-08T07:30:05.743Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Acl\doc
[2026-01-08T07:30:05.743Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Acl\etc
[2026-01-08T07:30:05.744Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Acl\event.php
[2026-01-08T07:30:05.744Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Acl\i18n
[2026-01-08T07:30:05.744Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Acl\LICENSE
[2026-01-08T07:30:05.745Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Acl\Model
[2026-01-08T07:30:05.745Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Acl\Observer
[2026-01-08T07:30:05.745Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Acl\Plugin
[2026-01-08T07:30:05.745Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Acl\register.php
[2026-01-08T07:30:05.746Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Acl\Taglib
[2026-01-08T07:30:05.746Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Acl\view
[2026-01-08T07:30:05.746Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Admin\.gitignore
[2026-01-08T07:30:05.746Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Admin\Api
[2026-01-08T07:30:05.746Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Admin\Block
[2026-01-08T07:30:05.747Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Admin\Cache
[2026-01-08T07:30:05.747Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Admin\composer.json
[2026-01-08T07:30:05.747Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Admin\composer.lock
[2026-01-08T07:30:05.747Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Admin\Controller
[2026-01-08T07:30:05.748Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Admin\dev
[2026-01-08T07:30:05.748Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Admin\doc
[2026-01-08T07:30:05.748Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Admin\etc
[2026-01-08T07:30:05.749Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Admin\event.php
[2026-01-08T07:30:05.749Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Admin\git
[2026-01-08T07:30:05.749Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Admin\Helper
[2026-01-08T07:30:05.750Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Admin\i18n
[2026-01-08T07:30:05.750Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Admin\LICENSE
[2026-01-08T07:30:05.750Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Admin\Model
[2026-01-08T07:30:05.750Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Admin\Observer
[2026-01-08T07:30:05.751Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Admin\register.php
[2026-01-08T07:30:05.751Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Admin\Session
[2026-01-08T07:30:05.751Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Admin\Setup
[2026-01-08T07:30:05.751Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Admin\view
[2026-01-08T07:30:05.752Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Ai\.php-cs-fixer.php
[2026-01-08T07:30:05.752Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Ai\Adapter
[2026-01-08T07:30:05.752Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Ai\AI计划.md
[2026-01-08T07:30:05.752Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Ai\Api
[2026-01-08T07:30:05.752Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Ai\Block
[2026-01-08T07:30:05.753Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Ai\composer.json
[2026-01-08T07:30:05.753Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Ai\Console
[2026-01-08T07:30:05.753Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Ai\Controller
[2026-01-08T07:30:05.753Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Ai\doc
[2026-01-08T07:30:05.753Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Ai\etc
[2026-01-08T07:30:05.754Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Ai\event.php
[2026-01-08T07:30:05.754Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Ai\extends.md
[2026-01-08T07:30:05.754Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Ai\extends.php
[2026-01-08T07:30:05.755Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Ai\FINAL_TEST_REPORT.md
[2026-01-08T07:30:05.755Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Ai\Helper
[2026-01-08T07:30:05.755Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Ai\i18n
[2026-01-08T07:30:05.755Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Ai\Interface
[2026-01-08T07:30:05.755Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Ai\Middleware
[2026-01-08T07:30:05.756Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Ai\Model
[2026-01-08T07:30:05.756Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Ai\Observer
[2026-01-08T07:30:05.756Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Ai\phpstan.neon
[2026-01-08T07:30:05.756Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Ai\phpunit.xml
[2026-01-08T07:30:05.757Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Ai\README.md
[2026-01-08T07:30:05.757Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Ai\README_ADAPTER_SCAN.md
[2026-01-08T07:30:05.757Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Ai\register.php
[2026-01-08T07:30:05.757Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Ai\Service
[2026-01-08T07:30:05.758Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Ai\Setup
[2026-01-08T07:30:05.758Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Ai\Taglib
[2026-01-08T07:30:05.758Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Ai\Test
[2026-01-08T07:30:05.758Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Ai\tests
[2026-01-08T07:30:05.758Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Ai\Tool
[2026-01-08T07:30:05.759Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Ai\view
[2026-01-08T07:30:05.759Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AiKnowledge\composer.json
[2026-01-08T07:30:05.759Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AiKnowledge\Console
[2026-01-08T07:30:05.759Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AiKnowledge\doc
[2026-01-08T07:30:05.760Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AiKnowledge\etc
[2026-01-08T07:30:05.760Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AiKnowledge\i18n
[2026-01-08T07:30:05.760Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AiKnowledge\Mcp
[2026-01-08T07:30:05.760Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AiKnowledge\Model
[2026-01-08T07:30:05.760Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AiKnowledge\Observer
[2026-01-08T07:30:05.761Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AiKnowledge\register.php
[2026-01-08T07:30:05.761Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AiKnowledge\Service
[2026-01-08T07:30:05.761Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AliDdnsServer\.gitignore
[2026-01-08T07:30:05.762Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AliDdnsServer\composer.json
[2026-01-08T07:30:05.762Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AliDdnsServer\Controller
[2026-01-08T07:30:05.762Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AliDdnsServer\Cron
[2026-01-08T07:30:05.762Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AliDdnsServer\etc
[2026-01-08T07:30:05.762Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AliDdnsServer\i18n
[2026-01-08T07:30:05.763Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AliDdnsServer\LICENSE
[2026-01-08T07:30:05.763Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AliDdnsServer\Model
[2026-01-08T07:30:05.763Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AliDdnsServer\README.en.md
[2026-01-08T07:30:05.763Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AliDdnsServer\README.md
[2026-01-08T07:30:05.764Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AliDdnsServer\register.php
[2026-01-08T07:30:05.764Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AliDdnsServer\view
[2026-01-08T07:30:05.764Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Api\Api
[2026-01-08T07:30:05.764Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Api\App
[2026-01-08T07:30:05.764Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Api\Controller
[2026-01-08T07:30:05.765Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Api\Database
[2026-01-08T07:30:05.765Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Api\etc
[2026-01-08T07:30:05.765Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Api\doc
[2026-01-08T07:30:05.765Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Api\Helper
[2026-01-08T07:30:05.765Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Api\i18n
[2026-01-08T07:30:05.766Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Api\Model
[2026-01-08T07:30:05.766Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Api\Observer
[2026-01-08T07:30:05.766Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Api\register.php
[2026-01-08T07:30:05.766Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Api\Service
[2026-01-08T07:30:05.766Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Api\Setup
[2026-01-08T07:30:05.767Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Api\view
[2026-01-08T07:30:05.767Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Async\bin
[2026-01-08T07:30:05.767Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Async\Console
[2026-01-08T07:30:05.767Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Async\Controller
[2026-01-08T07:30:05.768Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Async\doc
[2026-01-08T07:30:05.768Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Async\etc
[2026-01-08T07:30:05.768Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Async\Model
[2026-01-08T07:30:05.768Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Async\phar
[2026-01-08T07:30:05.769Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Async\register.php
[2026-01-08T07:30:05.769Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Async\Service
[2026-01-08T07:30:05.769Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Async\Setup
[2026-01-08T07:30:05.769Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Async\view
[2026-01-08T07:30:05.770Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Async\weline-async.json.example
[2026-01-08T07:30:05.770Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\.gitignore
[2026-01-08T07:30:05.770Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\browser-extension
[2026-01-08T07:30:05.770Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\Console
[2026-01-08T07:30:05.771Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\Controller
[2026-01-08T07:30:05.771Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\doc
[2026-01-08T07:30:05.771Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\etc
[2026-01-08T07:30:05.771Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\event.php
[2026-01-08T07:30:05.772Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\i18n
[2026-01-08T07:30:05.772Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\Model
[2026-01-08T07:30:05.772Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\Observer
[2026-01-08T07:30:05.772Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\README.md
[2026-01-08T07:30:05.773Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\register.php
[2026-01-08T07:30:05.773Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\Service
[2026-01-08T07:30:05.773Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\Setup
[2026-01-08T07:30:05.773Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\Test
[2026-01-08T07:30:05.773Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\view
[2026-01-08T07:30:05.774Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\AutoLeadAgent\wasm
[2026-01-08T07:30:05.774Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Backend\.gitignore
[2026-01-08T07:30:05.774Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Backend\Api
[2026-01-08T07:30:05.774Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Backend\Block
[2026-01-08T07:30:05.775Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Backend\Cache
[2026-01-08T07:30:05.775Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Backend\composer.json
[2026-01-08T07:30:05.775Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Backend\composer.lock
[2026-01-08T07:30:05.776Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Backend\Config
[2026-01-08T07:30:05.776Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Backend\Console
[2026-01-08T07:30:05.776Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Backend\Controller
[2026-01-08T07:30:05.776Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Backend\doc
[2026-01-08T07:30:05.776Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Backend\etc
[2026-01-08T07:30:05.777Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Backend\git
[2026-01-08T07:30:05.777Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Backend\hook.php
[2026-01-08T07:30:05.777Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Backend\i18n
[2026-01-08T07:30:05.777Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Backend\Model
[2026-01-08T07:30:05.777Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Backend\Observer
[2026-01-08T07:30:05.778Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Backend\register.php
[2026-01-08T07:30:05.778Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Backend\Session
[2026-01-08T07:30:05.778Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Backend\test
[2026-01-08T07:30:05.778Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Backend\view
[2026-01-08T07:30:05.779Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendActivity\.gitignore
[2026-01-08T07:30:05.779Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendActivity\composer.json
